Invoice no,Customer id,Invoice date,Shopping mall,Product id,Category,Price,Gender,Age,Payment method
INV00351,C01480,2024-02-29,CYB,P00446,Groceries,66.6,F,27,Mobile Payment
INV00352,C00524,2025-01-07,MK,P00339,Clothing,385.52,M,22,Mobile Payment
INV00352,C00524,2025-01-07,MK,P00418,Books,101.83,M,22,Mobile Payment
INV00352,C00524,2025-01-07,MK,P00146,Groceries,127.36,M,22,Mobile Payment
INV00352,C00524,2025-01-07,MK,P00486,Groceries,121.07,M,22,Mobile Payment
INV00353,C00827,2025-02-21,CYB,P00434,Clothing,137.81,M,45,Cash
INV00353,C00827,2025-02-21,CYB,P00205,Groceries,55.44,M,45,Cash
INV00353,C00827,2025-02-21,CYB,P00081,Groceries,107.71,M,45,Cash
INV00353,C00827,2025-02-21,CYB,P00386,Books,105.79,M,45,Cash
INV00353,C00827,2025-02-21,CYB,P00078,Books,109.48,M,45,Cash
INV00354,C01180,2024-02-14,ST,P00383,Groceries,87.52,M,44,Mobile Payment
INV00354,C01180,2024-02-14,ST,P00480,Groceries,74.67,M,44,Mobile Payment
INV00354,C01180,2024-02-14,ST,P00270,Groceries,83.92,M,44,Mobile Payment
INV00354,C01180,2024-02-14,ST,P00216,Groceries,133.4,M,44,Mobile Payment
INV00354,C01180,2024-02-14,ST,P00078,Books,109.48,M,44,Mobile Payment
INV00355,C00117,2024-12-15,CYB,P00383,Groceries,87.52,M,40,Cash
INV00355,C00117,2024-12-15,CYB,P00480,Groceries,74.67,M,40,Cash
INV00355,C00117,2024-12-15,CYB,P00270,Groceries,83.92,M,40,Cash
INV00355,C00117,2024-12-15,CYB,P00216,Groceries,133.4,M,40,Cash
INV00355,C00117,2024-12-15,CYB,P00239,Electronics,3878.29,M,40,Cash
INV00356,C00289,2025-02-05,MK,P00245,Clothing,421.5,F,28,Credit Card
INV00356,C00289,2025-02-05,MK,P00415,Toys,62.77,F,28,Credit Card
INV00356,C00289,2025-02-05,MK,P00420,Clothing,365.37,F,28,Credit Card
INV00356,C00289,2025-02-05,MK,P00168,Groceries,134.8,F,28,Credit Card
INV00357,C00426,2025-11-30,CYB,P00308,Toys,37.4,M,60,Credit Card
INV00357,C00426,2025-11-30,CYB,P00356,Electronics,1164.23,M,60,Credit Card
INV00357,C00426,2025-11-30,CYB,P00116,Toys,80.02,M,60,Credit Card
INV00357,C00426,2025-11-30,CYB,P00186,Books,92.5,M,60,Credit Card
INV00358,C01000,2024-04-25,CYB,P00383,Groceries,87.52,M,71,Credit Card
INV00358,C01000,2024-04-25,CYB,P00480,Groceries,74.67,M,71,Credit Card
INV00358,C01000,2024-04-25,CYB,P00270,Groceries,83.92,M,71,Credit Card
INV00358,C01000,2024-04-25,CYB,P00216,Groceries,133.4,M,71,Credit Card
INV00358,C01000,2024-04-25,CYB,P00135,Groceries,172.0,M,71,Credit Card
INV00359,C00458,2025-07-08,ST,P00176,Electronics,2504.75,M,17,Credit Card
INV00359,C00458,2025-07-08,ST,P00459,Books,132.34,M,17,Credit Card
INV00359,C00458,2025-07-08,ST,P00237,Groceries,130.02,M,17,Credit Card
INV00359,C00458,2025-07-08,ST,P00183,Toys,29.64,M,17,Credit Card
INV00359,C00458,2025-07-08,ST,P00096,Electronics,2577.36,M,17,Credit Card
INV00360,C01229,2024-10-18,MK,P00240,Toys,36.24,M,22,Cash
INV00361,C01327,2025-08-03,MK,P00383,Groceries,87.52,M,53,Credit Card
INV00361,C01327,2025-08-03,MK,P00480,Groceries,74.67,M,53,Credit Card
INV00361,C01327,2025-08-03,MK,P00270,Groceries,83.92,M,53,Credit Card
INV00361,C01327,2025-08-03,MK,P00216,Groceries,133.4,M,53,Credit Card
INV00361,C01327,2025-08-03,MK,P00364,Books,91.15,M,53,Credit Card
INV00361,C01327,2025-08-03,MK,P00488,Books,78.59,M,53,Credit Card
INV00362,C00225,2025-07-20,TKO,P00452,Toys,59.9,F,39,Credit Card
INV00362,C00225,2025-07-20,TKO,P00140,Books,100.5,F,39,Credit Card
INV00362,C00225,2025-07-20,TKO,P00480,Groceries,74.67,F,39,Credit Card
INV00362,C00225,2025-07-20,TKO,P00286,Electronics,4112.9,F,39,Credit Card
INV00363,C00055,2025-07-18,MK,P00462,Toys,63.87,F,50,Cash
INV00363,C00055,2025-07-18,MK,P00317,Books,111.85,F,50,Cash
INV00363,C00055,2025-07-18,MK,P00436,Toys,36.83,F,50,Cash
INV00364,C00248,2025-08-11,TKO,P00015,Electronics,4005.4,F,46,Credit Card
INV00364,C00248,2025-08-11,TKO,P00359,Electronics,3079.95,F,46,Credit Card
INV00364,C00248,2025-08-11,TKO,P00376,Groceries,131.69,F,46,Credit Card
INV00364,C00248,2025-08-11,TKO,P00366,Clothing,161.42,F,46,Credit Card
INV00365,C00218,2024-03-01,ST,P00207,Clothing,309.04,F,51,Cash
INV00366,C00193,2024-06-18,CYB,P00324,Toys,31.28,M,21,Cash
INV00367,C00375,2024-02-16,MK,P00404,Groceries,143.48,M,33,Mobile Payment
INV00368,C00641,2025-11-15,MK,P00403,Groceries,123.42,M,19,Mobile Payment
INV00368,C00641,2025-11-15,MK,P00089,Clothing,352.28,M,19,Mobile Payment
INV00368,C00641,2025-11-15,MK,P00056,Toys,65.67,M,19,Mobile Payment
INV00368,C00641,2025-11-15,MK,P00398,Books,71.37,M,19,Mobile Payment
INV00368,C00641,2025-11-15,MK,P00164,Groceries,139.66,M,19,Mobile Payment
INV00369,C00517,2025-05-09,TKO,P00199,Electronics,3999.2,M,26,Cash
INV00369,C00517,2025-05-09,TKO,P00087,Electronics,3907.27,M,26,Cash
INV00370,C00633,2024-10-08,TKO,P00383,Groceries,87.52,M,61,Mobile Payment
INV00370,C00633,2024-10-08,TKO,P00480,Groceries,74.67,M,61,Mobile Payment
INV00370,C00633,2024-10-08,TKO,P00270,Groceries,83.92,M,61,Mobile Payment
INV00370,C00633,2024-10-08,TKO,P00216,Groceries,133.4,M,61,Mobile Payment
INV00370,C00633,2024-10-08,TKO,P00157,Toys,60.03,M,61,Mobile Payment
INV00370,C00633,2024-10-08,TKO,P00521,Electronics,1126.16,M,61,Mobile Payment
INV00371,C01200,2024-05-18,MK,P00383,Groceries,87.52,M,51,Cash
INV00371,C01200,2024-05-18,MK,P00480,Groceries,74.67,M,51,Cash
INV00371,C01200,2024-05-18,MK,P00270,Groceries,83.92,M,51,Cash
INV00371,C01200,2024-05-18,MK,P00216,Groceries,133.4,M,51,Cash
INV00372,C01073,2025-01-24,CYB,P00382,Groceries,54.48,M,65,Credit Card
INV00372,C01073,2025-01-24,CYB,P00084,Electronics,1654.29,M,65,Credit Card
INV00372,C01073,2025-01-24,CYB,P00489,Groceries,84.49,M,65,Credit Card
INV00372,C01073,2025-01-24,CYB,P00546,Electronics,3813.42,M,65,Credit Card
INV00373,C00713,2024-11-23,CYB,P00455,Electronics,1385.55,M,74,Credit Card
INV00373,C00713,2024-11-23,CYB,P00206,Toys,59.78,M,74,Credit Card
INV00373,C00713,2024-11-23,CYB,P00174,Groceries,145.15,M,74,Credit Card
INV00373,C00713,2024-11-23,CYB,P00507,Electronics,1951.07,M,74,Credit Card
INV00373,C00713,2024-11-23,CYB,P00035,Electronics,1543.32,M,74,Credit Card
INV00374,C00357,2024-05-05,CYB,P00105,Electronics,1571.19,M,68,Credit Card
INV00375,C01110,2024-10-10,CYB,P00383,Groceries,87.52,M,53,Cash
INV00375,C01110,2024-10-10,CYB,P00480,Groceries,74.67,M,53,Cash
INV00375,C01110,2024-10-10,CYB,P00270,Groceries,83.92,M,53,Cash
INV00375,C01110,2024-10-10,CYB,P00216,Groceries,133.4,M,53,Cash
INV00375,C01110,2024-10-10,CYB,P00176,Electronics,2504.75,M,53,Cash
INV00376,C00666,2025-08-05,CYB,P00008,Groceries,163.31,M,19,Credit Card
INV00376,C00666,2025-08-05,CYB,P00337,Groceries,176.09,M,19,Credit Card
INV00376,C00666,2025-08-05,CYB,P00283,Electronics,2092.53,M,19,Credit Card
INV00376,C00666,2025-08-05,CYB,P00544,Groceries,131.35,M,19,Credit Card
INV00376,C00666,2025-08-05,CYB,P00057,Electronics,899.82,M,19,Credit Card
INV00377,C00603,2024-04-15,CYB,P00445,Books,70.4,M,54,Mobile Payment
INV00377,C00603,2024-04-15,CYB,P00468,Clothing,560.05,M,54,Mobile Payment
INV00377,C00603,2024-04-15,CYB,P00233,Groceries,112.14,M,54,Mobile Payment
INV00378,C01496,2024-07-12,MK,P00105,Electronics,1571.19,F,62,Credit Card
INV00379,C00075,2024-12-07,CYB,P00112,Electronics,2768.71,M,30,Credit Card
INV00380,C01073,2024-09-07,ST,P00539,Groceries,100.81,M,65,Credit Card
INV00380,C01073,2024-09-07,ST,P00379,Clothing,334.81,M,65,Credit Card
INV00381,C01094,2024-07-08,TKO,P00523,Electronics,999.24,F,24,Cash
INV00381,C01094,2024-07-08,TKO,P00272,Toys,74.92,F,24,Cash
INV00382,C00870,2024-06-09,TKO,P00042,Clothing,379.68,M,23,Mobile Payment
INV00382,C00870,2024-06-09,TKO,P00377,Books,72.63,M,23,Mobile Payment
INV00382,C00870,2024-06-09,TKO,P00491,Toys,48.25,M,23,Mobile Payment
INV00382,C00870,2024-06-09,TKO,P00499,Electronics,3521.6,M,23,Mobile Payment
INV00382,C00870,2024-06-09,TKO,P00068,Books,99.75,M,23,Mobile Payment
INV00383,C00365,2024-03-18,TKO,P00413,Clothing,328.28,M,33,Credit Card
INV00383,C00365,2024-03-18,TKO,P00404,Groceries,143.48,M,33,Credit Card
INV00384,C00799,2025-02-23,MK,P00201,Toys,61.48,M,32,Credit Card
INV00384,C00799,2025-02-23,MK,P00388,Electronics,904.0,M,32,Credit Card
INV00384,C00799,2025-02-23,MK,P00176,Electronics,2504.75,M,32,Credit Card
INV00384,C00799,2025-02-23,MK,P00458,Toys,34.09,M,32,Credit Card
INV00385,C00041,2025-05-24,CYB,P00384,Electronics,3854.39,M,29,Credit Card
INV00385,C00041,2025-05-24,CYB,P00023,Books,61.68,M,29,Credit Card
INV00385,C00041,2025-05-24,CYB,P00510,Clothing,118.44,M,29,Credit Card
INV00385,C00041,2025-05-24,CYB,P00013,Books,68.85,M,29,Credit Card
INV00385,C00041,2025-05-24,CYB,P00294,Clothing,129.45,M,29,Credit Card
INV00386,C00039,2024-10-02,ST,P00232,Electronics,3319.93,M,21,Credit Card
INV00386,C00039,2024-10-02,ST,P00161,Toys,67.71,M,21,Credit Card
INV00386,C00039,2024-10-02,ST,P00170,Groceries,145.15,M,21,Credit Card
INV00386,C00039,2024-10-02,ST,P00259,Groceries,154.08,M,21,Credit Card
INV00386,C00039,2024-10-02,ST,P00194,Groceries,174.63,M,21,Credit Card
INV00387,C00649,2025-01-18,CYB,P00158,Electronics,3014.6,M,59,Credit Card
INV00387,C00649,2025-01-18,CYB,P00053,Books,76.97,M,59,Credit Card
INV00387,C00649,2025-01-18,CYB,P00391,Groceries,107.08,M,59,Credit Card
INV00387,C00649,2025-01-18,CYB,P00044,Groceries,64.75,M,59,Credit Card
INV00388,C00031,2025-07-05,MK,P00383,Groceries,87.52,M,75,Mobile Payment
INV00388,C00031,2025-07-05,MK,P00480,Groceries,74.67,M,75,Mobile Payment
INV00388,C00031,2025-07-05,MK,P00270,Groceries,83.92,M,75,Mobile Payment
INV00388,C00031,2025-07-05,MK,P00216,Groceries,133.4,M,75,Mobile Payment
INV00388,C00031,2025-07-05,MK,P00543,Groceries,60.29,M,75,Mobile Payment
INV00389,C00097,2025-12-27,ST,P00383,Groceries,87.52,M,54,Credit Card
INV00389,C00097,2025-12-27,ST,P00480,Groceries,74.67,M,54,Credit Card
INV00389,C00097,2025-12-27,ST,P00270,Groceries,83.92,M,54,Credit Card
INV00389,C00097,2025-12-27,ST,P00216,Groceries,133.4,M,54,Credit Card
INV00389,C00097,2025-12-27,ST,P00340,Electronics,2691.45,M,54,Credit Card
INV00389,C00097,2025-12-27,ST,P00296,Clothing,255.28,M,54,Credit Card
INV00390,C01183,2024-08-05,MK,P00233,Groceries,112.14,M,71,Credit Card
INV00390,C01183,2024-08-05,MK,P00137,Groceries,159.62,M,71,Credit Card
INV00391,C00962,2025-11-02,CYB,P00216,Groceries,133.4,F,31,Mobile Payment
INV00391,C00962,2025-11-02,CYB,P00467,Toys,24.45,F,31,Mobile Payment
INV00391,C00962,2025-11-02,CYB,P00001,Groceries,47.93,F,31,Mobile Payment
INV00392,C00925,2024-10-11,ST,P00383,Groceries,87.52,M,32,Credit Card
INV00392,C00925,2024-10-11,ST,P00480,Groceries,74.67,M,32,Credit Card
INV00392,C00925,2024-10-11,ST,P00270,Groceries,83.92,M,32,Credit Card
INV00392,C00925,2024-10-11,ST,P00216,Groceries,133.4,M,32,Credit Card
INV00393,C00708,2025-03-09,TKO,P00213,Clothing,421.44,M,65,Credit Card
INV00393,C00708,2025-03-09,TKO,P00032,Electronics,1600.4,M,65,Credit Card
INV00394,C01314,2024-07-18,ST,P00459,Books,132.34,M,61,Credit Card
INV00394,C01314,2024-07-18,ST,P00316,Clothing,275.36,M,61,Credit Card
INV00394,C01314,2024-07-18,ST,P00495,Electronics,3006.71,M,61,Credit Card
INV00394,C01314,2024-07-18,ST,P00357,Clothing,534.84,M,61,Credit Card
INV00394,C01314,2024-07-18,ST,P00519,Electronics,3458.33,M,61,Credit Card
INV00395,C00926,2025-07-29,ST,P00150,Groceries,66.35,M,38,Credit Card
INV00396,C01383,2025-11-08,ST,P00270,Groceries,83.92,M,38,Mobile Payment
INV00396,C01383,2025-11-08,ST,P00332,Electronics,3152.75,M,38,Mobile Payment
INV00397,C01048,2024-05-31,CYB,P00383,Groceries,87.52,F,65,Credit Card
INV00397,C01048,2024-05-31,CYB,P00480,Groceries,74.67,F,65,Credit Card
INV00397,C01048,2024-05-31,CYB,P00270,Groceries,83.92,F,65,Credit Card
INV00397,C01048,2024-05-31,CYB,P00216,Groceries,133.4,F,65,Credit Card
INV00397,C01048,2024-05-31,CYB,P00537,Groceries,174.59,F,65,Credit Card
INV00398,C01022,2025-12-24,TKO,P00307,Clothing,365.96,F,38,Mobile Payment
INV00398,C01022,2025-12-24,TKO,P00160,Electronics,2372.92,F,38,Mobile Payment
INV00398,C01022,2025-12-24,TKO,P00295,Books,110.29,F,38,Mobile Payment
INV00398,C01022,2025-12-24,TKO,P00351,Books,94.15,F,38,Mobile Payment
INV00398,C01022,2025-12-24,TKO,P00022,Toys,68.11,F,38,Mobile Payment
INV00399,C00487,2024-05-07,TKO,P00383,Groceries,87.52,F,38,Mobile Payment
INV00399,C00487,2024-05-07,TKO,P00480,Groceries,74.67,F,38,Mobile Payment
INV00399,C00487,2024-05-07,TKO,P00270,Groceries,83.92,F,38,Mobile Payment
INV00399,C00487,2024-05-07,TKO,P00216,Groceries,133.4,F,38,Mobile Payment
INV00400,C00170,2024-01-27,ST,P00231,Books,64.96,M,75,Mobile Payment
INV00400,C00170,2024-01-27,ST,P00526,Groceries,84.39,M,75,Mobile Payment
INV00400,C00170,2024-01-27,ST,P00217,Toys,82.61,M,75,Mobile Payment
INV00400,C00170,2024-01-27,ST,P00177,Electronics,2774.67,M,75,Mobile Payment
INV00400,C00170,2024-01-27,ST,P00280,Books,103.83,M,75,Mobile Payment
INV00401,C00560,2024-12-17,TKO,P00074,Groceries,174.84,M,69,Credit Card
INV00402,C01373,2025-12-05,CYB,P00535,Books,70.89,F,30,Credit Card
INV00402,C01373,2025-12-05,CYB,P00094,Toys,28.33,F,30,Credit Card
INV00402,C01373,2025-12-05,CYB,P00213,Clothing,421.44,F,30,Credit Card
INV00402,C01373,2025-12-05,CYB,P00229,Books,95.49,F,30,Credit Card
INV00402,C01373,2025-12-05,CYB,P00503,Clothing,567.09,F,30,Credit Card
INV00403,C00148,2024-04-16,MK,P00013,Books,68.85,M,44,Mobile Payment
INV00404,C00428,2025-01-19,CYB,P00060,Electronics,2223.34,F,22,Cash
INV00405,C00165,2025-08-03,TKO,P00349,Groceries,171.84,M,61,Cash
INV00405,C00165,2025-08-03,TKO,P00252,Toys,24.45,M,61,Cash
INV00405,C00165,2025-08-03,TKO,P00449,Electronics,1072.81,M,61,Cash
INV00406,C00496,2024-08-19,CYB,P00139,Books,89.69,M,59,Mobile Payment
INV00406,C00496,2024-08-19,CYB,P00017,Groceries,81.79,M,59,Mobile Payment
INV00406,C00496,2024-08-19,CYB,P00350,Books,114.94,M,59,Mobile Payment
INV00406,C00496,2024-08-19,CYB,P00071,Electronics,3931.62,M,59,Mobile Payment
INV00407,C00641,2024-03-16,TKO,P00383,Groceries,87.52,M,19,Mobile Payment
INV00407,C00641,2024-03-16,TKO,P00480,Groceries,74.67,M,19,Mobile Payment
INV00407,C00641,2024-03-16,TKO,P00270,Groceries,83.92,M,19,Mobile Payment
INV00407,C00641,2024-03-16,TKO,P00216,Groceries,133.4,M,19,Mobile Payment
INV00408,C00183,2025-08-23,CYB,P00355,Clothing,243.81,M,76,Cash
INV00409,C01191,2024-02-10,TKO,P00383,Groceries,87.52,F,63,Cash
INV00409,C01191,2024-02-10,TKO,P00480,Groceries,74.67,F,63,Cash
INV00409,C01191,2024-02-10,TKO,P00270,Groceries,83.92,F,63,Cash
INV00409,C01191,2024-02-10,TKO,P00216,Groceries,133.4,F,63,Cash
INV00409,C01191,2024-02-10,TKO,P00085,Electronics,2170.5,F,63,Cash
INV00409,C01191,2024-02-10,TKO,P00405,Groceries,175.52,F,63,Cash
INV00410,C01437,2025-12-23,MK,P00395,Books,123.62,M,27,Cash
INV00410,C01437,2025-12-23,MK,P00306,Groceries,160.37,M,27,Cash
INV00411,C00655,2025-02-01,MK,P00535,Books,70.89,M,17,Credit Card
INV00411,C00655,2025-02-01,MK,P00474,Groceries,154.7,M,17,Credit Card
INV00411,C00655,2025-02-01,MK,P00494,Clothing,429.83,M,17,Credit Card
INV00411,C00655,2025-02-01,MK,P00426,Books,111.87,M,17,Credit Card
INV00411,C00655,2025-02-01,MK,P00013,Books,68.85,M,17,Credit Card
INV00412,C01274,2024-09-18,CYB,P00383,Groceries,87.52,M,32,Mobile Payment
INV00412,C01274,2024-09-18,CYB,P00480,Groceries,74.67,M,32,Mobile Payment
INV00412,C01274,2024-09-18,CYB,P00270,Groceries,83.92,M,32,Mobile Payment
INV00412,C01274,2024-09-18,CYB,P00216,Groceries,133.4,M,32,Mobile Payment
INV00413,C00500,2025-06-29,MK,P00383,Groceries,87.52,M,47,Credit Card
INV00413,C00500,2025-06-29,MK,P00480,Groceries,74.67,M,47,Credit Card
INV00413,C00500,2025-06-29,MK,P00270,Groceries,83.92,M,47,Credit Card
INV00413,C00500,2025-06-29,MK,P00216,Groceries,133.4,M,47,Credit Card
INV00413,C00500,2025-06-29,MK,P00350,Books,114.94,M,47,Credit Card
INV00414,C01375,2024-03-09,CYB,P00281,Toys,60.31,M,63,Credit Card
INV00414,C01375,2024-03-09,CYB,P00439,Electronics,3517.56,M,63,Credit Card
INV00414,C01375,2024-03-09,CYB,P00484,Books,121.17,M,63,Credit Card
INV00414,C01375,2024-03-09,CYB,P00068,Books,99.75,M,63,Credit Card
INV00414,C01375,2024-03-09,CYB,P00172,Groceries,169.85,M,63,Credit Card
INV00415,C00970,2025-02-09,TKO,P00358,Toys,22.23,M,40,Credit Card
INV00415,C00970,2025-02-09,TKO,P00002,Toys,48.74,M,40,Credit Card
INV00415,C00970,2025-02-09,TKO,P00326,Books,123.49,M,40,Credit Card
INV00415,C00970,2025-02-09,TKO,P00451,Groceries,48.86,M,40,Credit Card
INV00416,C00601,2024-09-24,MK,P00383,Groceries,87.52,M,28,Credit Card
INV00416,C00601,2024-09-24,MK,P00480,Groceries,74.67,M,28,Credit Card
INV00416,C00601,2024-09-24,MK,P00270,Groceries,83.92,M,28,Credit Card
INV00416,C00601,2024-09-24,MK,P00216,Groceries,133.4,M,28,Credit Card
INV00416,C00601,2024-09-24,MK,P00284,Toys,35.88,M,28,Credit Card
INV00417,C01130,2025-04-11,TKO,P00383,Groceries,87.52,F,27,Cash
INV00417,C01130,2025-04-11,TKO,P00480,Groceries,74.67,F,27,Cash
INV00417,C01130,2025-04-11,TKO,P00270,Groceries,83.92,F,27,Cash
INV00417,C01130,2025-04-11,TKO,P00216,Groceries,133.4,F,27,Cash
INV00417,C01130,2025-04-11,TKO,P00093,Electronics,1515.13,F,27,Cash
INV00417,C01130,2025-04-11,TKO,P00060,Electronics,2223.34,F,27,Cash
INV00418,C01122,2024-10-30,CYB,P00383,Groceries,87.52,M,47,Cash
INV00418,C01122,2024-10-30,CYB,P00480,Groceries,74.67,M,47,Cash
INV00418,C01122,2024-10-30,CYB,P00270,Groceries,83.92,M,47,Cash
INV00418,C01122,2024-10-30,CYB,P00216,Groceries,133.4,M,47,Cash
INV00419,C00971,2024-11-03,MK,P00169,Clothing,307.31,M,49,Cash
INV00420,C00281,2024-05-13,MK,P00246,Electronics,2680.78,M,28,Cash
INV00420,C00281,2024-05-13,MK,P00168,Groceries,134.8,M,28,Cash
INV00420,C00281,2024-05-13,MK,P00316,Clothing,275.36,M,28,Cash
INV00421,C01396,2025-09-03,CYB,P00419,Toys,39.2,M,49,Mobile Payment
INV00421,C01396,2025-09-03,CYB,P00034,Electronics,2643.85,M,49,Mobile Payment
INV00422,C00534,2025-03-16,MK,P00220,Groceries,65.41,M,64,Credit Card
INV00422,C00534,2025-03-16,MK,P00361,Electronics,4110.11,M,64,Credit Card
INV00423,C00047,2024-04-05,MK,P00415,Toys,62.77,M,51,Credit Card
INV00423,C00047,2024-04-05,MK,P00178,Groceries,124.12,M,51,Credit Card
INV00423,C00047,2024-04-05,MK,P00401,Toys,33.44,M,51,Credit Card
INV00423,C00047,2024-04-05,MK,P00030,Clothing,564.57,M,51,Credit Card
INV00423,C00047,2024-04-05,MK,P00080,Electronics,3995.88,M,51,Credit Card
INV00424,C00238,2024-08-06,ST,P00383,Groceries,87.52,M,64,Credit Card
INV00424,C00238,2024-08-06,ST,P00480,Groceries,74.67,M,64,Credit Card
INV00424,C00238,2024-08-06,ST,P00270,Groceries,83.92,M,64,Credit Card
INV00424,C00238,2024-08-06,ST,P00216,Groceries,133.4,M,64,Credit Card
INV00425,C00412,2025-06-11,CYB,P00035,Electronics,1543.32,F,61,Cash
INV00425,C00412,2025-06-11,CYB,P00128,Clothing,232.55,F,61,Cash
INV00425,C00412,2025-06-11,CYB,P00142,Books,113.89,F,61,Cash
INV00426,C01380,2024-10-30,ST,P00084,Electronics,1654.29,M,16,Mobile Payment
INV00426,C01380,2024-10-30,ST,P00178,Groceries,124.12,M,16,Mobile Payment
INV00427,C00304,2024-08-17,MK,P00343,Electronics,3255.27,M,46,Credit Card
INV00427,C00304,2024-08-17,MK,P00148,Books,97.11,M,46,Credit Card
INV00427,C00304,2024-08-17,MK,P00004,Electronics,4137.22,M,46,Credit Card
INV00427,C00304,2024-08-17,MK,P00103,Books,87.04,M,46,Credit Card
INV00428,C00687,2024-10-06,MK,P00268,Electronics,4046.74,F,57,Cash
INV00428,C00687,2024-10-06,MK,P00194,Groceries,174.63,F,57,Cash
INV00428,C00687,2024-10-06,MK,P00116,Toys,80.02,F,57,Cash
INV00429,C00614,2024-04-13,CYB,P00383,Groceries,87.52,M,61,Credit Card
INV00429,C00614,2024-04-13,CYB,P00480,Groceries,74.67,M,61,Credit Card
INV00429,C00614,2024-04-13,CYB,P00270,Groceries,83.92,M,61,Credit Card
INV00429,C00614,2024-04-13,CYB,P00216,Groceries,133.4,M,61,Credit Card
INV00429,C00614,2024-04-13,CYB,P00444,Electronics,3155.03,M,61,Credit Card
INV00429,C00614,2024-04-13,CYB,P00163,Electronics,1714.22,M,61,Credit Card
INV00430,C00657,2024-01-13,MK,P00383,Groceries,87.52,F,31,Mobile Payment
INV00430,C00657,2024-01-13,MK,P00480,Groceries,74.67,F,31,Mobile Payment
INV00430,C00657,2024-01-13,MK,P00270,Groceries,83.92,F,31,Mobile Payment
INV00430,C00657,2024-01-13,MK,P00216,Groceries,133.4,F,31,Mobile Payment
INV00430,C00657,2024-01-13,MK,P00024,Books,75.71,F,31,Mobile Payment
INV00430,C00657,2024-01-13,MK,P00169,Clothing,307.31,F,31,Mobile Payment
INV00431,C01299,2024-09-06,MK,P00140,Books,100.5,M,40,Mobile Payment
INV00431,C01299,2024-09-06,MK,P00380,Books,114.27,M,40,Mobile Payment
INV00431,C01299,2024-09-06,MK,P00059,Electronics,3306.16,M,40,Mobile Payment
INV00432,C01296,2024-07-02,CYB,P00383,Groceries,87.52,F,23,Cash
INV00432,C01296,2024-07-02,CYB,P00480,Groceries,74.67,F,23,Cash
INV00432,C01296,2024-07-02,CYB,P00270,Groceries,83.92,F,23,Cash
INV00432,C01296,2024-07-02,CYB,P00216,Groceries,133.4,F,23,Cash
INV00432,C01296,2024-07-02,CYB,P00095,Books,90.4,F,23,Cash
INV00432,C01296,2024-07-02,CYB,P00519,Electronics,3458.33,F,23,Cash
INV00433,C00193,2024-08-13,MK,P00529,Electronics,3448.84,M,21,Cash
INV00433,C00193,2024-08-13,MK,P00015,Electronics,4005.4,M,21,Cash
INV00434,C00175,2024-07-03,CYB,P00383,Groceries,87.52,F,52,Mobile Payment
INV00434,C00175,2024-07-03,CYB,P00480,Groceries,74.67,F,52,Mobile Payment
INV00434,C00175,2024-07-03,CYB,P00270,Groceries,83.92,F,52,Mobile Payment
INV00434,C00175,2024-07-03,CYB,P00216,Groceries,133.4,F,52,Mobile Payment
INV00434,C00175,2024-07-03,CYB,P00386,Books,105.79,F,52,Mobile Payment
INV00435,C01372,2025-06-07,TKO,P00527,Clothing,287.6,M,67,Credit Card
INV00435,C01372,2025-06-07,TKO,P00295,Books,110.29,M,67,Credit Card
INV00435,C01372,2025-06-07,TKO,P00407,Groceries,100.15,M,67,Credit Card
INV00435,C01372,2025-06-07,TKO,P00129,Toys,34.02,M,67,Credit Card
INV00435,C01372,2025-06-07,TKO,P00276,Toys,51.82,M,67,Credit Card
INV00436,C01256,2025-08-26,CYB,P00383,Groceries,87.52,F,18,Credit Card
INV00436,C01256,2025-08-26,CYB,P00480,Groceries,74.67,F,18,Credit Card
INV00436,C01256,2025-08-26,CYB,P00270,Groceries,83.92,F,18,Credit Card
INV00436,C01256,2025-08-26,CYB,P00216,Groceries,133.4,F,18,Credit Card
INV00437,C01053,2024-07-17,CYB,P00106,Toys,40.34,M,66,Credit Card
INV00437,C01053,2024-07-17,CYB,P00107,Groceries,155.03,M,66,Credit Card
INV00437,C01053,2024-07-17,CYB,P00305,Toys,26.66,M,66,Credit Card
INV00438,C00463,2024-03-30,CYB,P00383,Groceries,87.52,F,67,Cash
INV00438,C00463,2024-03-30,CYB,P00480,Groceries,74.67,F,67,Cash
INV00438,C00463,2024-03-30,CYB,P00270,Groceries,83.92,F,67,Cash
INV00438,C00463,2024-03-30,CYB,P00216,Groceries,133.4,F,67,Cash
INV00438,C00463,2024-03-30,CYB,P00116,Toys,80.02,F,67,Cash
INV00438,C00463,2024-03-30,CYB,P00392,Toys,79.41,F,67,Cash
INV00439,C00580,2025-09-03,MK,P00231,Books,64.96,M,47,Mobile Payment
INV00440,C00375,2024-11-06,CYB,P00066,Electronics,2255.46,M,33,Mobile Payment
INV00440,C00375,2024-11-06,CYB,P00036,Electronics,3039.8,M,33,Mobile Payment
INV00440,C00375,2024-11-06,CYB,P00149,Electronics,2085.2,M,33,Mobile Payment
INV00441,C01075,2024-02-26,CYB,P00383,Groceries,87.52,M,31,Credit Card
INV00441,C01075,2024-02-26,CYB,P00480,Groceries,74.67,M,31,Credit Card
INV00441,C01075,2024-02-26,CYB,P00270,Groceries,83.92,M,31,Credit Card
INV00441,C01075,2024-02-26,CYB,P00216,Groceries,133.4,M,31,Credit Card
